symbol,R_12,R_6,Z_12,Z_6,score,rebal_date,weight
ORLY,0.3983047,0.25973645,1.5691694,1.5145553,1.5418624,2018-11-30,0.05
AAPL,0.36570755,0.2731282,1.4271169,1.5912914,1.5092041,2018-11-30,0.05
LLY,0.26328862,0.34996986,0.98079354,2.031602,1.5061977,2018-11-30,0.05
AMD,0.6621763,0.67178077,2.5811574,3.6118915,3.0965245,2018-12-31,0.05
AAP,0.7785245,0.4408003,3.0748317,2.3344443,2.704638,2018-12-31,0.05
TRIP,0.53547955,0.53761506,2.0435736,2.8698823,2.456728,2018-12-31,0.05
HCA,0.6555052,0.41653427,2.5528514,2.2002401,2.376546,2018-12-31,0.05
UA,0.6609788,0.37481558,2.5760763,1.969513,2.2727947,2018-12-31,0.05
TFCF-201903,0.66458595,0.3110286,2.5913818,1.6167364,2.1040592,2018-12-31,0.05
TFCFA-201903,0.64628214,0.30642587,2.5137174,1.5912808,2.052499,2018-12-31,0.05
UAA,0.6457139,0.29609257,2.5113063,1.534132,2.0227191,2018-12-31,0.05
FL-202509,0.6568161,0.28298172,2.558414,1.4616219,2.0100179,2018-12-31,0.05
UAL,0.5029286,0.3588934,1.9054575,1.8814547,1.8934561,2018-12-31,0.05
ILMN,0.49762923,0.3370592,1.8829719,1.7606997,1.8218358,2018-12-31,0.05
TSCO,0.4761329,0.34690672,1.7917613,1.8151618,1.8034616,2018-12-31,0.05
LLY,0.40119952,0.39817005,1.4738133,2.098676,1.7862446,2018-12-31,0.05
MKC,0.42848223,0.36102873,1.5895759,1.8932643,1.74142,2018-12-31,0.05
ORLY,0.4970696,0.3032398,1.8805972,1.57366,1.7271286,2018-12-31,0.05
CHD,0.40257552,0.3713663,1.4796518,1.9504366,1.7150443,2018-12-31,0.05
ESRX-201812,0.5041466,0.29298523,1.9106255,1.5169467,1.7137861,2018-12-31,0.05
MOS,0.48083055,0.29124433,1.8116938,1.5073186,1.6595062,2018-12-31,0.05
WBD,0.48681077,0.2615508,1.8370683,1.3430972,1.5900828,2018-12-31,0.05
MRK,0.39644963,0.3129092,1.4536592,1.6271371,1.5403981,2018-12-31,0.05
AMD,0.5277612,0.29602307,2.5766454,1.995711,2.286178,2019-01-31,0.05
ESRX-201812,0.44261062,0.2915331,2.2221146,1.973094,2.0976043,2019-01-31,0.05
CHD,0.3502495,0.3441518,1.837562,2.2381473,2.0378547,2019-01-31,0.05
MKC,0.33184773,0.3334082,1.760945,2.184029,1.972487,2019-01-31,0.05
LLY,0.33756417,0.31857544,1.7847458,2.1093128,1.9470294,2019-01-31,0.05
TFCF-201903,0.43666226,0.22861505,2.197348,1.6561604,1.9267542,2019-01-31,0.05
AAP,0.44635025,0.20347884,2.2376847,1.5295432,1.883614,2019-01-31,0.05
TFCFA-201903,0.4186036,0.225756,2.1221595,1.6417586,1.881959,2019-01-31,0.05
MRK,0.36254424,0.27111712,1.8887522,1.8702537,1.879503,2019-01-31,0.05
ORLY,0.3768793,0.24536608,1.9484372,1.7405394,1.8444884,2019-01-31,0.05
HCA,0.3931314,0.19290121,2.016104,1.476261,1.7461824,2019-01-31,0.05
NRG,0.3631125,0.14753276,1.8911183,1.2477291,1.5694237,2019-01-31,0.05
AES,0.35280627,0.14436333,1.8482075,1.231764,1.5399857,2019-01-31,0.05
AZO,0.19943917,0.25549832,1.2096521,1.7915779,1.500615,2019-01-31,0.05
XLNX-202202,0.22273174,0.23262253,1.3066323,1.676347,1.4914896,2019-01-31,0.05
UAL,0.27939618,0.18497653,1.542559,1.4363425,1.4894507,2019-01-31,0.05
TRIP,0.443441,0.033939958,2.2255719,0.6755344,1.4505532,2019-01-31,0.05
CME,0.2832268,0.16538322,1.558508,1.3376462,1.4480772,2019-01-31,0.05
SCG-201812,0.13895221,0.28383246,0.95781004,1.934304,1.4460571,2019-01-31,0.05
DG,0.21612893,0.21718614,1.2791411,1.5985903,1.4388657,2019-01-31,0.05
AMD,0.8647926,0.48760962,3.8314795,2.944164,3.3878217,2019-02-28,0.05
XLNX-202202,0.52657443,0.5486811,2.3526192,3.2990668,2.8258429,2019-02-28,0.05
HCA,0.47392428,0.31180912,2.1224062,1.9225397,2.0224729,2019-02-28,0.05
CMG,0.60561043,0.20517477,2.6982045,1.3028585,2.0005314,2019-02-28,0.05
BALL,0.33255574,0.390086,1.5042716,2.3774278,1.9408498,2019-02-28,0.05
LLY,0.37484404,0.35032192,1.6891774,2.146348,1.9177628,2019-02-28,0.05
AES,0.4631515,0.22759378,2.0753024,1.4331414,1.7542219,2019-02-28,0.05
RHT-201907,0.39255956,0.28028706,1.7666385,1.7393564,1.7529974,2019-02-28,0.05
NRG,0.36682844,0.2896648,1.6541293,1.793853,1.7239912,2019-02-28,0.05
AAP,0.4697862,0.16045283,2.1043124,1.0429671,1.5736398,2019-02-28,0.05
VRSN,0.3914445,0.2084533,1.7617631,1.3219109,1.541837,2019-02-28,0.05
ORLY,0.35967213,0.23100089,1.6228383,1.452941,1.5378896,2019-02-28,0.05
SBUX,0.19391501,0.34510252,0.89806455,2.1160166,1.5070406,2019-02-28,0.05
ELV,0.30943245,0.24664356,1.4031651,1.5438447,1.4735049,2019-02-28,0.05
BSX,0.43108523,0.15415056,1.9350923,1.0063429,1.4707177,2019-02-28,0.05
EW,0.41344783,0.15760887,1.8579726,1.02644,1.4422064,2019-02-28,0.05
IQV,0.27594334,0.25652128,1.2567338,1.601247,1.4289904,2019-02-28,0.05
MRK,0.30988824,0.21770081,1.405158,1.3756506,1.3904043,2019-02-28,0.05
O,0.23709422,0.270101,1.0868658,1.6801624,1.3835142,2019-02-28,0.05
WELL,0.2525674,0.23823567,1.1545224,1.4949843,1.3247533,2019-02-28,0.05
XLNX-202202,0.5628028,0.56544244,2.593476,3.5370967,3.0652864,2019-03-29,0.05
CMG,0.62631524,0.33714086,2.877055,2.1436412,2.510348,2019-03-29,0.05
AMD,0.53796494,0.24973726,2.4825766,1.610167,2.046372,2019-03-29,0.05
NRG,0.47504574,0.27623835,2.2016463,1.7719184,1.9867823,2019-03-29,0.05
BALL,0.3697738,0.34674865,1.7316141,2.2022831,1.9669486,2019-03-29,0.05
LLY,0.46879458,0.26131108,2.1737354,1.6808088,1.9272721,2019-03-29,0.05
AES,0.4366409,0.28131008,2.0301712,1.8028741,1.9165226,2019-03-29,0.05
GRMN,0.32104915,0.31189615,1.5140617,1.9895583,1.7518101,2019-03-29,0.05
VRSN,0.4377721,0.20368966,2.035222,1.3291123,1.6821672,2019-03-29,0.05
RHT-201907,0.32920414,0.25690827,1.5504731,1.6539358,1.6022044,2019-03-29,0.05
ULTA,0.34144467,0.24580711,1.6051263,1.5861791,1.5956527,2019-03-29,0.05
PGR,0.35733914,0.2326538,1.676094,1.505897,1.5909956,2019-03-29,0.05
ADSK,0.34350252,0.23834959,1.6143144,1.5406616,1.577488,2019-03-29,0.05
SBUX,0.240613,0.3109847,1.1549195,1.9839953,1.5694574,2019-03-29,0.05
INTU,0.39522392,0.19509277,1.8452471,1.2766405,1.5609438,2019-03-29,0.05
MRK,0.34644789,0.2241253,1.6274654,1.4538426,1.540654,2019-03-29,0.05
UAA,0.48672804,0.12150387,2.2538073,0.82748526,1.5406463,2019-03-29,0.05
O,0.31254318,0.24007201,1.476083,1.5511745,1.5136287,2019-03-29,0.05
MSI,0.38180864,0.17393823,1.7853488,1.1475222,1.4664354,2019-03-29,0.05
ORLY,0.34022707,0.19520128,1.5996898,1.2773029,1.4384964,2019-03-29,0.05
CMG,0.80236185,0.40200794,3.2740347,2.5575082,2.9157715,2019-04-30,0.05
XLNX-202202,0.5939226,0.49543902,2.3865087,3.1177382,2.7521234,2019-04-30,0.05
AES,0.54633945,0.31230932,2.1839015,2.0196586,2.10178,2019-04-30,0.05
ULTA,0.5393694,0.2936164,2.1542234,1.9075725,2.030898,2019-04-30,0.05
CDNS,0.49355066,0.30019915,1.959129,1.9470438,1.9530864,2019-04-30,0.05
LLY,0.54441625,0.21597768,2.1757126,1.4420362,1.8088744,2019-04-30,0.05
BALL,0.37927145,0.32704064,1.4725326,2.1079903,1.7902615,2019-04-30,0.05
AZO,0.43222338,0.28925878,1.6979998,1.8814433,1.7897215,2019-04-30,0.05
TDG,0.45403898,0.26014203,1.7908899,1.7068539,1.7488718,2019-04-30,0.05
O,0.4512235,0.25205523,1.7789016,1.6583638,1.7186327,2019-04-30,0.05
GRMN,0.41591722,0.2589812,1.6285689,1.6998932,1.6642311,2019-04-30,0.05
AMT,0.36847505,0.28974465,1.426562,1.8843566,1.6554593,2019-04-30,0.05
SBUX,0.28655833,0.34046245,1.0777638,2.18847,1.6331168,2019-04-30,0.05
MRK,0.46479046,0.21328832,1.8366692,1.4259102,1.6312897,2019-04-30,0.05
AMD,0.74543095,0.013809748,3.0316253,0.22979961,1.6307124,2019-04-30,0.05
NRG,0.4998413,0.1841909,1.9859143,1.2514366,1.6186755,2019-04-30,0.05
EW,0.35862574,0.2825211,1.384624,1.8410429,1.6128335,2019-04-30,0.05
AVGO,0.23968747,0.34379345,0.87818956,2.2084434,1.5433165,2019-04-30,0.05
CHD,0.3855563,0.23709849,1.4992933,1.5686804,1.5339868,2019-04-30,0.05
INTU,0.45761293,0.17934857,1.8061075,1.2224011,1.5142543,2019-04-30,0.05
CMG,0.7558543,0.4146051,3.077289,2.4505453,2.7639172,2019-05-31,0.05
CDNS,0.6349164,0.42585033,2.5287821,2.5183325,2.5235572,2019-05-31,0.05
XLNX-202202,0.5262492,0.41194227,2.0359278,2.4344935,2.2352107,2019-05-31,0.05
AMD,1.0113295,-0.11153028,4.235983,-0.7210465,1.7574682,2019-05-31,0.05
BALL,0.4206149,0.3132045,1.5568295,1.8392932,1.6980613,2019-05-31,0.05
AZO,0.46071732,0.28190625,1.7387118,1.6506246,1.6946683,2019-05-31,0.05
ULTA,0.53557205,0.21268223,2.0782113,1.2333359,1.6557736,2019-05-31,0.05
TDG,0.45237017,0.2593225,1.7008537,1.5144877,1.6076708,2019-05-31,0.05
VRSN,0.5100663,0.20956191,1.9625312,1.2145263,1.5885288,2019-05-31,0.05
AES,0.4547674,0.22637375,1.7117263,1.3158696,1.513798,2019-05-31,0.05
MSCI,0.42366248,0.24654514,1.5706517,1.4374645,1.5040581,2019-05-31,0.05
QCOM,0.48291475,0.20113365,1.8393869,1.16372,1.5015535,2019-05-31,0.05
SBUX,0.3167666,0.32291755,1.0858313,1.8978444,1.4918379,2019-05-31,0.05
CHD,0.4129564,0.2398721,1.5220947,1.3972389,1.4596667,2019-05-31,0.05
PYPL,0.39632893,0.24983336,1.4466819,1.4572862,1.451984,2019-05-31,0.05
AMT,0.32185856,0.3058064,1.1089256,1.7946969,1.4518113,2019-05-31,0.05
AVGO,0.33445486,0.27438945,1.1660554,1.6053126,1.385684,2019-05-31,0.05
PG,0.3369362,0.27006337,1.1773094,1.5792347,1.378272,2019-05-31,0.05
GRMN,0.40569946,0.21647395,1.4891814,1.2561927,1.3726871,2019-05-31,0.05
TSCO,0.5104901,0.1367214,1.9644536,0.7754371,1.3699453,2019-05-31,0.05
AMD,0.9239817,0.40893716,3.5012026,2.1073785,2.8042905,2019-06-28,0.05
AZO,0.49752116,0.33671772,1.8806835,1.7246346,1.802659,2019-06-28,0.05
CDNS,0.4617634,0.35508084,1.7448066,1.8219543,1.7833805,2019-06-28,0.05
CMG,0.44404247,0.3602508,1.6774684,1.8493536,1.763411,2019-06-28,0.05
MSCI,0.3997711,0.39035738,1.5092404,2.0089107,1.7590755,2019-06-28,0.05
VRSN,0.5071398,0.31327435,1.9172337,1.6003908,1.7588122,2019-06-28,0.05
BALL,0.43745422,0.32132193,1.6524335,1.6430408,1.6477371,2019-06-28,0.05
AMT,0.44708064,0.30266595,1.6890132,1.5441692,1.6165912,2019-06-28,0.05
CHD,0.49502584,0.23572415,1.8712015,1.1893952,1.5302984,2019-06-28,0.05
WELL,0.4833343,0.24195361,1.8267745,1.2224097,1.5245922,2019-06-28,0.05
TSS-201909,0.3906866,0.30689767,1.47472,1.566596,1.520658,2019-06-28,0.05
PAYX,0.38927504,0.2853554,1.4693562,1.4524277,1.460892,2019-06-28,0.05
PYPL,0.38593048,0.2651289,1.456647,1.3452327,1.40094,2019-06-28,0.05
XLNX-202202,0.4862412,0.19172096,1.8378205,0.95618993,1.3970052,2019-06-28,0.05
GPN,0.30971563,0.2991693,1.1670362,1.5256379,1.3463371,2019-06-28,0.05
TDG,0.3188309,0.28908163,1.2016736,1.4721758,1.3369248,2019-06-28,0.05
HSY,0.39448136,0.22700804,1.4891398,1.1432022,1.3161709,2019-06-28,0.05
SBAC,0.3005645,0.2885297,1.1322626,1.4692508,1.3007567,2019-06-28,0.05
SBUX,0.30586278,0.28162357,1.1523957,1.43265,1.2925229,2019-06-28,0.05
XRAY,0.0762046,0.44598824,0.27971128,2.3037395,1.2917254,2019-06-28,0.05
AMD,0.7938722,0.3547483,3.0148723,1.777603,2.3962376,2019-07-31,0.05
CDNS,0.51167345,0.45244935,1.8518442,2.3628538,2.107349,2019-07-31,0.05
BALL,0.6474628,0.35855347,2.411474,1.8003967,2.1059353,2019-07-31,0.05
CMG,0.5327784,0.43744272,1.9388242,2.2729607,2.1058924,2019-07-31,0.05
MSCI,0.39767218,0.42469344,1.3820097,2.1965897,1.7892997,2019-07-31,0.05
TSS-201909,0.4160089,0.3879278,1.457581,1.9763554,1.7169683,2019-07-31,0.05
AZO,0.526658,0.30669808,1.9136002,1.4897717,1.7016859,2019-07-31,0.05
XRAY,0.2967195,0.44050583,0.9659525,2.2913094,1.6286309,2019-07-31,0.05
XLNX-202202,0.56452626,0.24956055,2.0696669,1.1475053,1.6085861,2019-07-31,0.05
VRSN,0.47218627,0.29285902,1.6891053,1.4068726,1.5479889,2019-07-31,0.05
APD,0.37003732,0.35976487,1.2681179,1.8076533,1.5378857,2019-07-31,0.05
GPN,0.3654118,0.35941887,1.2490547,1.8055806,1.5273176,2019-07-31,0.05
CPAY,0.34275842,0.37306005,1.1556932,1.8872943,1.5214937,2019-07-31,0.05
SNPS,0.37927443,0.3362702,1.3061869,1.6669152,1.486551,2019-07-31,0.05
IQV,0.48637038,0.25190938,1.7475624,1.1615753,1.4545689,2019-07-31,0.05
MSI,0.46107304,0.251248,1.6433042,1.1576135,1.4004588,2019-07-31,0.05
MTD,0.422139,0.27716616,1.4828451,1.312869,1.397857,2019-07-31,0.05
CINF,0.43513006,0.25662065,1.5363853,1.1897968,1.363091,2019-07-31,0.05
TDG,0.3702015,0.29093945,1.2687945,1.3953741,1.3320843,2019-07-31,0.05
COTY,0.056582212,0.49507463,-0.023727406,2.6181884,1.2972305,2019-07-31,0.05
CMG,0.6120426,0.61106926,2.2975025,2.7784781,2.5379903,2019-08-30,0.05
AMD,0.7087028,0.5004798,2.701661,2.0749207,2.388291,2019-08-30,0.05
BALL,0.70715374,0.44547507,2.695184,1.7249864,2.2100852,2019-08-30,0.05
CDNS,0.5344648,0.5305473,1.9731317,2.2662067,2.1196692,2019-08-30,0.05
SBUX,0.68398035,0.39532858,2.5982907,1.4059603,2.0021255,2019-08-30,0.05
TSS-201909,0.47887707,0.5149761,1.7407066,2.1671443,1.9539254,2019-08-30,0.05
GPN,0.40986484,0.48763543,1.4521506,1.9932061,1.7226784,2019-08-30,0.05
SNPS,0.43920818,0.45487309,1.5748419,1.7847757,1.6798089,2019-08-30,0.05
XRX,0.32786465,0.5002062,1.1092889,2.0731797,1.5912343,2019-08-30,0.05
HSY,0.5148947,0.35971192,1.8913047,1.1793711,1.5353379,2019-08-30,0.05
CPRT,0.31536287,0.48405784,1.0570161,1.9704459,1.513731,2019-08-30,0.05
LHX,0.37897688,0.44094765,1.3230009,1.6961837,1.5095923,2019-08-30,0.05
XLNX-202202,0.5753035,0.29993623,2.1438878,0.79908496,1.4714863,2019-08-30,0.05
SBAC,0.39625782,0.41601318,1.3952565,1.5375533,1.4664049,2019-08-30,0.05
CTAS,0.35300353,0.4384679,1.2144004,1.6804075,1.4474039,2019-08-30,0.05
CINF,0.49896848,0.33860865,1.8247135,1.0451145,1.434914,2019-08-30,0.05
HWM,0.39664814,0.39974347,1.3968885,1.4340472,1.4154679,2019-08-30,0.05
MSCI,0.33065504,0.4385811,1.1209562,1.681128,1.4010421,2019-08-30,0.05
KLAC,0.3133767,0.43477,1.0487114,1.6568822,1.3527968,2019-08-30,0.05
VRSN,0.42924273,0.35311475,1.533174,1.1374007,1.3352873,2019-08-30,0.05
BALL,0.7348894,0.4366554,2.5537782,1.8561182,2.2049482,2019-09-30,0.05
CMG,0.6592585,0.4593784,2.2927084,1.9633862,2.1280472,2019-09-30,0.05
SBUX,0.6373582,0.36221704,2.2171109,1.5047184,1.8609147,2019-09-30,0.05
TSN,0.5051873,0.42236444,1.7608708,1.7886552,1.774763,2019-09-30,0.05
HSY,0.509372,0.41818044,1.775316,1.7689037,1.7721099,2019-09-30,0.05
SNPS,0.4610319,0.41813225,1.6084512,1.7686763,1.6885638,2019-09-30,0.05
MSI,0.41584486,0.44418567,1.4524703,1.8916662,1.6720682,2019-09-30,0.05
SBAC,0.5072055,0.36446702,1.7678374,1.5153399,1.6415887,2019-09-30,0.05
TSS-201909,0.3879755,0.40641844,1.3562683,1.7133791,1.5348237,2019-09-30,0.05
TDG,0.4173504,0.37700772,1.4576674,1.5745405,1.516104,2019-09-30,0.05
CDNS,0.440309,0.35471612,1.5369179,1.469309,1.5031135,2019-09-30,0.05
GPN,0.38860407,0.3910096,1.358438,1.640639,1.4995384,2019-09-30,0.05
EL,0.39667106,0.37998053,1.3862845,1.5885742,1.4874294,2019-09-30,0.05
ZTS,0.3861347,0.38650247,1.3499141,1.6193622,1.4846382,2019-09-30,0.05
DG,0.47428855,0.30667144,1.6542118,1.2425054,1.4483585,2019-09-30,0.05
AMD,0.53986,0.25340617,1.8805574,0.99105716,1.4358072,2019-09-30,0.05
CINF,0.4226725,0.3388803,1.4760387,1.3945532,1.4352959,2019-09-30,0.05
TGT,0.32424906,0.4081893,1.1362914,1.7217388,1.4290152,2019-09-30,0.05
QCOM,0.23398948,0.47203892,0.82472485,2.0231526,1.4239388,2019-09-30,0.05
AMT,0.45995215,0.2954307,1.604724,1.1894414,1.3970828,2019-09-30,0.05
CMG,0.5702676,0.3245596,2.1644561,1.5820396,1.8732479,2019-10-31,0.05
BALL,0.56119496,0.2888555,2.129446,1.3817524,1.7555993,2019-10-31,0.05
HSY,0.45662388,0.34710684,1.7259226,1.7085216,1.7172221,2019-10-31,0.05
CINF,0.45047802,0.3124358,1.7022066,1.5140294,1.608118,2019-10-31,0.05
MLM,0.3310321,0.38510934,1.2412835,1.9217019,1.5814927,2019-10-31,0.05
SBUX,0.52232313,0.23830712,1.9794458,1.098194,1.5388199,2019-10-31,0.05
SBAC,0.44190857,0.2907533,1.6691386,1.3923984,1.5307684,2019-10-31,0.05
TSS-201909,0.3285983,0.35434434,1.2318919,1.7491213,1.4905066,2019-10-31,0.05
TSN,0.33763963,0.3434153,1.266781,1.6878133,1.4772971,2019-10-31,0.05
DG,0.39925137,0.2988544,1.504531,1.4378427,1.4711869,2019-10-31,0.05
KLAC,0.34394237,0.3350237,1.2911023,1.6407394,1.4659209,2019-10-31,0.05
TGT,0.23405607,0.40309253,0.8670683,2.022581,1.4448247,2019-10-31,0.05
TDG,0.45444545,0.23912668,1.7175164,1.1027915,1.410154,2019-10-31,0.05
EW,0.42173985,0.26160526,1.5913105,1.2288883,1.4100994,2019-10-31,0.05
PG,0.43527177,0.24626532,1.6435281,1.1428367,1.3931824,2019-10-31,0.05
VMC,0.32116216,0.3098081,1.203197,1.499289,1.351243,2019-10-31,0.05
AMT,0.41816694,0.24059461,1.5775232,1.1110259,1.3442745,2019-10-31,0.05
EQIX,0.3007515,0.3185154,1.1244354,1.5481337,1.3362846,2019-10-31,0.05
PHM,0.28646612,0.31340557,1.0693104,1.5194695,1.29439,2019-10-31,0.05
SO,0.3916612,0.2399658,1.4752418,1.1074986,1.2913702,2019-10-31,0.05
LRCX,0.604121,0.42560622,2.2232056,2.245921,2.2345634,2019-11-29,0.05
KLAC,0.5356206,0.3600496,1.9628273,1.8600737,1.9114505,2019-11-29,0.05
PHM,0.4749292,0.345478,1.7321321,1.7743094,1.7532208,2019-11-29,0.05
CPRT,0.47232977,0.31036413,1.7222513,1.5676392,1.6449453,2019-11-29,0.05
DG,0.39554277,0.30254808,1.4303747,1.5216362,1.4760056,2019-11-29,0.05
AMAT,0.3595549,0.32304972,1.2935804,1.642303,1.4679418,2019-11-29,0.05
CINF,0.41171658,0.28644496,1.4918534,1.426858,1.4593556,2019-11-29,0.05
ETR,0.4425242,0.2573141,1.6089567,1.2554021,1.4321795,2019-11-29,0.05
CHTR,0.36163977,0.29910368,1.3015053,1.5013635,1.4014344,2019-11-29,0.05
RMD,0.26240557,0.35876134,0.9243042,1.8524913,1.3883977,2019-11-29,0.05
WU,0.31325555,0.32355833,1.1175911,1.6452966,1.3814439,2019-11-29,0.05
HWM,0.22956523,0.36461416,0.7994741,1.8869393,1.3432066,2019-11-29,0.05
MLM,0.373705,0.26823577,1.3473667,1.319684,1.3335254,2019-11-29,0.05
HSY,0.38819495,0.25648433,1.4024447,1.2505183,1.3264816,2019-11-29,0.05
MAA,0.37087297,0.26386693,1.3366019,1.2939702,1.315286,2019-11-29,0.05
BALL,0.47225428,0.19436759,1.7219644,0.8849172,1.3034408,2019-11-29,0.05
CTAS,0.31754225,0.2846717,1.1338854,1.416421,1.2751532,2019-11-29,0.05
PG,0.43931317,0.19936915,1.5967512,0.91435486,1.255553,2019-11-29,0.05
SO,0.4100865,0.215004,1.4856572,1.0063771,1.2460172,2019-11-29,0.05
DOC,0.4060292,0.20746896,1.4702349,0.9620281,1.2161314,2019-11-29,0.05
AMD,0.7654297,0.34849828,2.7191494,1.9294546,2.324302,2019-12-31,0.05
TGT,0.4416114,0.50168186,1.3306415,2.9007602,2.1157007,2019-12-31,0.05
LRCX,0.6564473,0.2625992,2.2518413,1.384786,1.8183136,2019-12-31,0.05
AMAT,0.5896192,0.2859957,1.9652876,1.5331384,1.749213,2019-12-31,0.05
KLAC,0.614672,0.26835492,2.072712,1.4212819,1.7469969,2019-12-31,0.05
CPRT,0.59865457,0.27917916,2.0040305,1.4899162,1.7469733,2019-12-31,0.05
EW,0.5065073,0.33013156,1.60891,1.8129948,1.7109524,2019-12-31,0.05
HWM,0.42924556,0.36798477,1.2776176,2.0530143,1.6653159,2019-12-31,0.05
WU,0.43836546,0.3424829,1.3167231,1.8913121,1.6040176,2019-12-31,0.05
KEYS,0.6286554,0.20685624,2.1326716,1.0313314,1.5820014,2019-12-31,0.05
TDG,0.59794796,0.21877542,2.0010006,1.1069084,1.5539546,2019-12-31,0.05
ANSS-202507,0.53241634,0.26295346,1.7200061,1.3870324,1.5535192,2019-12-31,0.05
RMD,0.36160415,0.36757937,0.9875764,2.0504436,1.5190101,2019-12-31,0.05
AIZ,0.3404001,0.35113314,0.8966551,1.9461616,1.4214084,2019-12-31,0.05
LEG,0.404393,0.30481902,1.1710516,1.6524932,1.4117725,2019-12-31,0.05
PHM,0.4934305,0.23793016,1.5528377,1.2283648,1.3906013,2019-12-31,0.05
QRVO,0.34898654,0.32081956,0.93347305,1.7539494,1.3437113,2019-12-31,0.05
CMG,0.56991845,0.16801506,1.8808123,0.7850475,1.3329298,2019-12-31,0.05
FISV,0.3824189,0.28699416,1.0768284,1.5394695,1.3081489,2019-12-31,0.05
STX,0.4508452,0.23747021,1.3702352,1.2254483,1.2978418,2019-12-31,0.05
AMD,0.7668863,0.51468533,2.9979336,2.597652,2.797793,2020-01-31,0.05
QRVO,0.5687992,0.6417507,2.063276,3.490975,2.7771254,2020-01-31,0.05
KLAC,0.6163512,0.5577165,2.287646,2.9001791,2.5939126,2020-01-31,0.05
LRCX,0.65019095,0.53064924,2.4473162,2.709885,2.5786004,2020-01-31,0.05
SWKS,0.52801377,0.60612977,1.8708333,3.2405448,2.555689,2020-01-31,0.05
TGT,0.6229118,0.47959828,2.3186018,2.3509753,2.3347886,2020-01-31,0.05
AAPL,0.512265,0.5239926,1.7965242,2.663086,2.229805,2020-01-31,0.05
WDC,0.3802275,0.55396223,1.1735159,2.873785,2.0236504,2020-01-31,0.05
AMAT,0.511232,0.4639044,1.7916499,2.2406409,2.0161455,2020-01-31,0.05
NVDA,0.36837432,0.5539118,1.1175877,2.8734305,1.9955091,2020-01-31,0.05
MU,0.3326861,0.50028276,0.94919574,2.4963958,1.7227957,2020-01-31,0.05
TDG,0.55036837,0.35216904,1.9763116,1.4550939,1.7157028,2020-01-31,0.05
TIF-202101,0.41381928,0.42225137,1.3320159,1.9478024,1.6399091,2020-01-31,0.05
ANSS-202507,0.46295038,0.36049494,1.5638369,1.5136285,1.5387328,2020-01-31,0.05
URI,0.3533313,0.4152266,1.0466084,1.8984153,1.4725119,2020-01-31,0.05
KEYS,0.5069034,0.31191033,1.7712258,1.1720582,1.471642,2020-01-31,0.05
STX,0.38997182,0.3890286,1.2194936,1.7142322,1.4668629,2020-01-31,0.05
FTNT,0.3686827,0.38727263,1.1190428,1.7018869,1.4104648,2020-01-31,0.05
DVA,0.12732455,0.54696786,-0.019785697,2.8246117,1.402413,2020-01-31,0.05
CPRT,0.5748513,0.24078234,2.0918322,0.6719984,1.3819153,2020-01-31,0.05
AMD,0.9345414,0.4366923,3.2326171,2.504238,2.8684275,2020-02-28,0.05
LRCX,0.8050982,0.4715182,2.6455758,2.7317197,2.6886477,2020-02-28,0.05
AAPL,0.6889555,0.45391762,2.1188536,2.6167533,2.3678036,2020-02-28,0.05
TDG,0.7506218,0.39807224,2.3985183,2.2519724,2.3252454,2020-02-28,0.05
QRVO,0.55567956,0.4632627,1.5144302,2.6777952,2.0961127,2020-02-28,0.05
CPRT,0.7530576,0.30564928,2.409565,1.6482676,2.0289164,2020-02-28,0.05
KLAC,0.6405719,0.3484289,1.8994278,1.9277031,1.9135654,2020-02-28,0.05
SWKS,0.54424256,0.39189512,1.4625618,2.2116234,1.8370926,2020-02-28,0.05
NVDA,0.5754484,0.36611128,1.6040844,2.043204,1.8236442,2020-02-28,0.05
WDC,0.6111725,0.33701584,1.7660978,1.8531532,1.8096255,2020-02-28,0.05
FTNT,0.4934383,0.40646246,1.232158,2.3067772,1.7694676,2020-02-28,0.05
ANSS-202507,0.6519067,0.2922001,1.9508327,1.5604178,1.7556252,2020-02-28,0.05
TIF-202101,0.53217196,0.3691084,1.4078201,2.0627813,1.7353008,2020-02-28,0.05
PHM,0.5547069,0.3511974,1.5100188,1.9457868,1.7279029,2020-02-28,0.05
KSU-202112,0.5811185,0.33088568,1.6297991,1.8131112,1.7214551,2020-02-28,0.05
MCO,0.616483,0.2782426,1.7901814,1.4692477,1.6297145,2020-02-28,0.05
DHI,0.54902124,0.3230353,1.4842337,1.7618327,1.6230333,2020-02-28,0.05
LEN,0.5327801,0.31775695,1.4105781,1.7273546,1.5689664,2020-02-28,0.05
CHTR,0.59654826,0.2695909,1.699775,1.4127351,1.5562551,2020-02-28,0.05
MU,0.51472604,0.31899548,1.3287007,1.7354447,1.5320727,2020-02-28,0.05
NVDA,0.63510114,0.47276548,2.4522557,3.075193,2.7637243,2020-03-31,0.05
AMD,0.6222798,0.40118667,2.4002826,2.656471,2.5283768,2020-03-31,0.05
GEN,0.47068322,0.4380945,1.785764,2.8723745,2.3290691,2020-03-31,0.05
LRCX,0.5695187,0.35048342,2.1864078,2.3598669,2.2731373,2020-03-31,0.05
TIF-202101,0.4317416,0.36290902,1.6279085,2.4325542,2.0302315,2020-03-31,0.05
MSCI,0.5649013,0.27035218,2.1676905,1.8911147,2.0294027,2020-03-31,0.05
